image_id,post_id,date,author_class,author_department,is_anonymous,purpose,target_class,target_department,description,sentiment,target_name_initial
1148,1148_01,2022-08-14,,,True,提问,,,班主任,中性,dln
1149,1149_01,2022-08-14,,,True,表白,J2305,J,,积极,sxg
1151,1151_01,2022-08-13,,,True,其他,,,,中性,
1152,1152_01,2022-08-13,J2209,J,True,其他,,,,中性,
1153,1153_01,2022-08-12,,,True,表白,J1807,J,,积极,wgw
1154,1154_01,2022-08-12,,,True,表白,1807,,,积极,wgw
1155,1155_01,2022-08-12,,,False,表白,J1807,J,初中喜欢的第二个女生,积极,zyy
1156,1156_01,2022-08-12,J2402,J,False,寻人,,,,中性,
1157,1157_01,2022-08-12,,,True,其他,,,,中性,
1159,1159_01,2022-08-12,,,True,表白,J2306,J,,积极,zhj
1160,1160_01,2022-08-12,,,True,表白,J1805,J,,积极,cck
1161,1161_01,2022-08-12,,,True,表白,J1804,J,,积极,jzy
1162,1162_01,2022-08-12,,,True,其他,,,,消极,
1163,1163_01,2022-08-12,,,False,表白,J1807,J,初中喜欢的第二个女生,积极,zyy
1164,1164_01,2022-08-12,J2402,J,False,寻人,,,,中性,
1166,1166_01,2022-08-12,,,True,其他,,,,中性,
1167,1167_01,2022-08-12,,,True,表白,J2306,J,,积极,zhj
1168,1168_01,2022-08-12,,,True,吐槽,,,管理失职 开团 不负责 拖延时间 禁言,消极,wht cpn rht sfy
1169,1169_01,2022-08-12,,,True,表白,J1805,J,,积极,cck
1170,1170_01,2022-08-12,,,True,表白,J1804,J,,积极,jzy
1171,1171_01,2022-08-12,,,True,其他,,,,中性,
1172,1172_01,2022-08-12,,,True,提问,,,,中性,
1173,1173_01,2022-08-12,,,True,提问,,,,中性,
1174,1174_01,2022-08-12,,,True,祝福,,,,积极,
1175,1175_01,2022-08-12,,,True,提问,,J,老同学,中性,gwltx
1176,1176_01,2022-08-11,S2402,S,False,其他,,,,中性,
1177,1177_01,2022-08-11,,,True,提问,,,,中性,
1178,1178_01,2022-08-11,,,True,寻人,J2208,J,校花 帅照,中性,zyq
1179,1179_01,2022-08-11,,,False,提问,,,,中性,
1180,1180_01,2022-08-11,J2208,J,True,其他,,,高冷 女神 美女 学霸,中性,
1181,1181_01,2022-08-11,,,True,表白,J2208,J,高冷女神 美女 学霸,积极,Wxf
1182,1182_01,2022-08-11,,,True,表白,J2304,J,,积极,wjy
1183,1183_01,2022-08-11,,,True,表白,,,,积极,GYJ
1184,1184_01,2022-08-11,,,True,提问,,,,中性,
1185,1185_01,2022-08-11,,,True,表白,J2304,J,,积极,wjyb
1186,1186_01,2022-08-11,,,True,表白,J2408,J,,积极,zxy
1187,1187_01,2022-08-11,,,True,寻人,,,,中性,yd
1188,1188_01,2022-08-11,,,False,祝福,,,明天考试顺利,积极,sylnwdxnwr
1189,1189_01,2022-08-11,,,True,其他,,,,中性,
1191,1191_01,2022-08-10,,,False,表白,J2308,J,,积极,wyh
1192,1192_01,2022-08-10,,,True,表白,J2207,J,,积极,xyx
1193,1193_01,2022-08-10,,,True,表白,J2304,J,,积极,wqy
1194,1194_01,2022-08-10,,,True,表白,J2208,J,,积极,cbx
1195,1195_01,2022-08-10,,,False,祝福,,,,积极,cly
1196,1196_01,2022-08-10,,,True,提问,,,,中性,lyy
1197,1197_01,2022-08-10,J2209,J,True,祝福,J2209,J,同志 生日快乐,积极,lzh
1198,1198_01,2022-08-10,,,False,祝福,J2209,J,,积极,zh
1199,1199_01,2022-08-10,,,True,祝福,J2209,J,学长,积极,lzh
1200,1200_01,2022-08-10,,,True,提问,,,,中性,
1201,1201_01,2022-08-10,,,False,表白,J2208,J,,积极,cbx
1202,1202_01,2022-08-09,,,True,提问,,,,中性,
1203,1203_01,2022-08-09,,,True,提问,,,,中性,
1206,1206_01,2022-08-09,,,True,其他,,,,中性,
1209,1209_01,2022-08-09,,,True,祝福,,,最好的朋友 治愈 鼓励 支持,积极,
1210,1210_01,2022-08-09,,,True,提问,,,,中性,wzs
1211,1211_01,2022-08-09,,,False,祝福,J2409,J,,积极,zmn
1212,1212_01,2022-08-09,,,True,提问,,,,中性,xzxjm
1213,1213_01,2022-08-09,,,True,表白,,,,积极,
1214,1214_01,2022-08-09,,,True,其他,,,,中性,
1215,1215_01,2022-08-09,,,True,表白,,,,积极,
1216,1216_01,2022-08-09,,,True,表白,,,非效东不可 不想谈恋爱 拒绝,消极,xd
1217,1217_01,2022-08-09,,,True,其他,,,初中两年 踢球 声音,消极,
1218,1218_01,2022-08-09,,,True,表白,,,,消极,
1219,1219_01,2022-08-09,,,True,表白,,,,消极,
1220,1220_01,2022-08-08,,,True,提问,,,,中性,
1221,1221_01,2022-08-08,,,True,祝福,J2204,J,,积极,wj
1222,1222_01,2022-08-08,,,True,提问,,,,中性,
1223,1223_01,2022-08-08,,,True,提问,,,,中性,
1226,1226_01,2022-08-07,,,True,其他,,,,中性,
1230,1230_01,2022-08-07,,,True,其他,,,,积极,
1237,1237_01,2022-08-07,,,True,其他,,,,中性,
1244,1244_01,2022-08-07,,,True,其他,,,,中性,
1246,1246_01,2022-08-07,,,True,表白,,,,消极,n
1247,1247_01,2022-08-07,,,True,祝福,,,暗暗喜欢很久 拒绝 升学原因,消极,t
1248,1248_01,2022-08-07,,,True,其他,,,,中性,
1249,1249_01,2022-08-07,,,True,祝福,,,暗暗喜欢了很久,消极,t
1250,1250_01,2022-08-06,,,True,寻人,J2205,J,,中性,cyc
1251,1251_01,2022-08-05,,,True,祝福,S2302,I,,积极,zbw yhy
1252,1252_01,2022-08-05,,,True,表白,J2106,J,,积极,
1253,1253_01,2022-08-05,J2108,J,True,祝福,J2108,J,,积极,
1254,1254_01,2022-08-05,,,True,其他,,,,中性,
1255,1255_01,2022-08-05,,,False,寻人,J2208,J,帅照 不理我 没鸟我 不好好学习 不换头像,消极,ytc
1256,1256_01,2022-08-05,,,True,表白,S2303,I,,积极,yhyp
1257,1257_01,2022-08-05,,,True,表白,,,星辰 玫瑰 流星 朝阳 蝴蝶,积极,
1258,1258_01,2022-08-05,,,True,提问,,,,中性,
1259,1259_01,2022-08-05,,,True,祝福,J2301,J,甜,积极,zjj zzhy
1260,1260_01,2022-08-05,,,True,祝福,J2210,J,生日,积极,cyzj
1261,1261_01,2022-08-05,,,True,祝福,J2301,J,,积极,yqy zzhy
1262,1262_01,2022-08-05,,,True,祝福,J2301,J,,积极,zzhy
1263,1263_01,2022-08-05,J2301,J,False,祝福,,,郑张浩洋的老妈子 生日快乐 永怀善意 清澈明朗,积极,zzhy
1264,1264_01,2022-08-04,,,True,祝福,,,,消极,tb
1265,1265_01,2022-08-04,,,True,祝福,S2301,I,六个单身狗 七夕快乐,积极,ljn ry dhy gzq wsy hxy
1266,1266_01,2022-08-04,,,True,祝福,J2303,J,,积极,
1267,1267_01,2022-08-04,,,True,其他,,,,积极,
1268,1268_01,2022-08-04,,,True,表白,J2307,J,,积极,ptw
1269,1269_01,2022-08-04,,,False,祝福,J2403,J,,积极,J2403bqtcy
1270,1270_01,2022-08-04,,,True,表白,J2206,J,,积极,
1271,1271_01,2022-08-04,,,False,其他,,,,中性,
1272,1272_01,2022-08-04,,,True,表白,,,,积极,
1274,1274_01,2022-08-04,,,True,表白,J2202,J,,积极,cnx
1275,1275_01,2022-08-04,,,True,表白,S2303,I,篮球,积极,xsz
1276,1276_01,2022-08-04,,,True,其他,,,,消极,
1277,1277_01,2022-08-04,,,False,祝福,,,害羞内敛,积极,wxhdnhz txhdns
1278,1278_01,2022-08-04,,,True,祝福,J2109,J,,积极,J2109qt
1280,1280_01,2022-08-04,,,False,祝福,J2410 J2410,J J,,积极,wsh ly
1281,1281_01,2022-08-04,,,True,祝福,J2301,J,,积极,lfy
1282,1282_01,2022-08-04,S2304,I,True,祝福,,,,积极,tns cxs
1283,1283_01,2022-08-04,,,True,祝福,J2401,J,,积极,J2401bqttx
1284,1284_01,2022-08-04,J2301,J,True,其他,J2301,J,,消极,qttx
1285,1285_01,2022-08-04,,,True,祝福,,,,积极,
1286,1286_01,2022-08-04,J2408,J,True,祝福,J2408,J,,积极,qtJ2408txm
1287,1287_01,2022-08-04,,,True,祝福,J2409,J,,积极,J2409qttx zxs wns
1288,1288_01,2022-08-04,J2403,J,True,祝福,J2403,J,永远单身,积极,gwm
1289,1289_01,2022-08-04,J2410,J,True,其他,,,,中性,
1290,1290_01,2022-08-04,,,True,祝福,J2301,J,,积极,J2301qttx
1291,1291_01,2022-08-04,,,True,祝福,,,,积极,
1292,1292_01,2022-08-04,,,True,吐槽,,,,消极,zgy
1293,1293_01,2022-08-04,,,True,表白,J2306,J,,积极,zzr
1294,1294_01,2022-08-04,,,True,祝福,,,,积极,zty
1295,1295_01,2022-08-04,,,True,祝福,J2209 J2302,J J,,积极,Izh ycb
1296,1296_01,2022-08-04,,,True,表白,S2501,S,准高一,积极,sys
1297,1297_01,2022-08-04,,,True,其他,,,,中性,
1298,1298_01,2022-08-04,,,True,表白,,,,积极,
1299,1299_01,2022-08-04,,,True,其他,,,,中性,
1300,1300_01,2022-08-04,,,True,其他,,,,积极,
1301,1301_01,2022-08-04,,,True,其他,,,,积极,
1303,1303_01,2022-08-04,,,True,表白,040181,,,积极,
1305,1305_01,2022-08-04,,,True,其他,,,,中性,
1306,1306_01,2022-08-04,,,True,其他,,,,中性,
1307,1307_01,2022-08-04,S2403,S,True,提问,,,,消极,
1308,1308_01,2022-08-04,,,False,祝福,,,,积极,syr
1309,1309_01,2022-08-04,,,True,表白,J2201,J,,积极,
1310,1310_01,2022-08-04,,,True,提问,,,,中性,
1311,1311_01,2022-08-03,,,True,提问,,,,中性,
1312,1312_01,2022-08-03,,,True,寻人,J2410,J,,中性,ly
1313,1313_01,2022-08-02,,,True,其他,,,,中性,
1314,1314_01,2022-08-02,,,True,其他,,,,中性,
1315,1315_01,2022-08-02,,,True,寻人,J2305,J,,中性,sjh
1316,1316_01,2022-08-02,,,True,提问,,,,中性,
1317,1317_01,2022-08-01,,,True,表白,,,,积极,
1318,1318_01,2022-08-01,,,True,寻人,J2204,J,,中性,ycy
1319,1319_01,2022-08-01,,,True,其他,,,女 08 温柔可人 落落大方 沉鱼落雁 闭月差花 学习超级好 班级第一 年级前三,积极,sjw
1320,1320_01,2022-08-01,,,True,其他,,,温柔可人 落落大方 沉鱼落雁 闭月羞花 学习超级好 班级第一 年级前三,积极,sjw
1323,1323_01,2022-08-01,,,True,提问,,,,中性,
1324,1324_01,2022-08-01,,,True,寻人,S2300,I,,中性,zzh
1325,1325_01,2022-08-01,,,True,提问,,,,中性,
1326,1326_01,2022-08-01,,,True,提问,,,,中性,
1327,1327_01,2022-08-01,,,True,提问,,,,中性,
1328,1328_01,2022-08-01,,,True,提问,,,,中性,
1329,1329_01,2022-08-01,,,True,提问,,,,中性,
1330,1330_01,2022-08-01,,,True,提问,,,,中性,
1331,1331_01,2022-08-01,J2305,J,False,祝福,,,,积极,zsjh
1333,1333_01,2022-08-01,J2301,J,False,寻人,,,失主 泳镜 泳帽,中性,
1334,1334_01,2022-08-01,,,True,寻人,J2203,J,,中性,zwr
1335,1335_01,2022-08-01,,,True,寻人,J2303,J,,中性,zwr
1336,1336_01,2022-08-01,,,True,其他,,,高一 大直女 数学差,积极,wj
1337,1337_01,2022-08-01,,,True,提问,,,,中性,
1338,1338_01,2022-08-01,,,True,提问,,,,中性,
1339,1339_01,2022-08-01,,,True,寻人,J2307,J,求qq,中性,wyq
1340,1340_01,2022-08-01,,,True,其他,,,,中性,
1341,1341_01,2022-08-01,,,True,提问,,,,中性,
1342,1342_01,2022-07-31,,,True,提问,,,,中性,
1343,1343_01,2022-07-31,,,True,提问,,,,中性,
1344,1344_01,2022-07-31,,,True,提问,,,,中性,
1345,1345_01,2022-07-31,,,False,提问,,,,中性,wlc
1346,1346_01,2022-07-31,S2301,I,False,其他,,,,中性,
1347,1347_01,2022-07-30,,,True,提问,,,,中性,
1348,1348_01,2022-07-30,S2404,I,True,其他,,,,中性,
1349,1349_01,2022-07-30,,,True,提问,,,,中性,
1350,1350_01,2022-07-30,,,True,祝福,,,室友 生辅,积极,qy xch
1351,1351_01,2022-07-30,,,True,寻人,J2305,J,,中性,
1352,1352_01,2022-07-30,,,True,提问,,,,消极,
1353,1353_01,2022-07-30,,,True,推广,,,,中性,
1354,1354_01,2022-07-30,,,True,推广,,,,中性,
1355,1355_01,2022-07-30,,,True,其他,,,,中性,
1356,1356_01,2022-07-30,,,True,提问,,,,中性,
1357,1357_01,2022-07-30,,,True,寻人,,,,中性,cyz
1358,1358_01,2022-07-30,,,True,寻人,J2205,J,,中性,xzy
1359,1359_01,2022-07-30,,,True,提问,,,,中性,
1360,1360_01,2022-07-29,,,True,祝福,,I,,积极,r lj
1361,1361_01,2022-07-29,,,False,推广,,,,积极,
1362,1362_01,2022-07-29,,,True,祝福,,,,积极,rtx
1363,1363_01,2022-07-29,,,True,祝福,,,,积极,
1364,1364_01,2022-07-29,J2301,J,True,其他,,,,中性,
1365,1365_01,2022-07-29,,,True,提问,,,,中性,
1366,1366_01,2022-07-28,,,False,,,,,中性,
1368,1368_01,2022-07-28,,,False,提问,,,,中性,
1369,1369_01,2022-07-28,,,False,其他,,,,中性,
1370,1370_01,2022-07-28,,,True,其他,,,,中性,
1371,1371_01,2022-07-28,,,True,吐槽,,,,消极,
1372,1372_01,2022-07-28,,,True,其他,,,,中性,
1373,1373_01,2022-07-28,,,True,其他,,,,消极,
1375,1375_01,2022-07-28,,,True,寻物,,,,中性,Amanda
1376,1376_01,2022-07-28,,,True,其他,,,,中性,
1378,1378_01,2022-07-28,,,True,提问,,,,中性,
1379,1379_01,2022-07-28,,,True,寻物,,,,中性,lj
1380,1380_01,2022-07-28,,,True,推广,,,,中性,
1381,1381_01,2022-07-28,,,True,寻人,,,,中性,sg
1382,1382_01,2022-07-28,,,True,其他,,,,中性,
1383,1383_01,2022-07-28,,,True,提问,,,,中性,
1384,1384_01,2022-07-28,,,True,提问,,,,中性,
1385,1385_01,2022-07-28,,,True,表白,J2410,J,,积极,lzh
1386,1386_01,2022-07-28,,,True,寻人,J2205,J,,中性,zgy
1387,1387_01,2022-07-28,,,False,表白,J2408,J,,积极,zty
1388,1388_01,2022-07-28,,,True,祝福,,,,积极,sb xb
1389,1389_01,2022-07-28,,,True,祝福,,,,积极,
1390,1390_01,2022-07-28,,,True,祝福,,,媳妇 闺女,积极,sb xb
1391,1391_01,2022-07-28,,,True,其他,,,,中性,
1392,1392_01,2022-07-28,J2408,J,False,其他,,,,中性,
1393,1393_01,2022-07-28,J2408,J,True,寻人,J2610,J,龙头涛宝可莉与欢,中性,cdz
1394,1394_01,2022-07-28,,,False,祝福,,,,积极,
1395,1395_01,2022-07-28,,,True,其他,J2305 J2408,J,,中性,cdz rht cyz
1396,1396_01,2022-07-28,,,True,表白,J2410,J,老婆,积极,lzh
1397,1397_01,2022-07-27,,,True,表白,J2410,J,,积极,LMZp
1398,1398_01,2022-07-27,,,True,提问,,,,中性,xzxj
1400,1400_01,2022-07-27,J2404,J,True,提问,,,,中性,
1401,1401_01,2022-07-27,,,True,其他,,,,中性,
1402,1402_01,2022-07-27,,,False,寻人,,,,积极,tb
1403,1403_01,2022-07-27,,,True,提问,S2215,I,,中性,
1404,1404_01,2022-07-27,,,True,寻人,,,,中性,yy
1405,1405_01,2022-07-27,,,True,寻人,,,,中性,ss
1406,1406_01,2022-07-27,,,True,表白,J2408,J,,积极,rht
1407,1407_01,2022-07-27,,,True,寻人,,,,中性,jxy
1408,1408_01,2022-07-27,,,True,其他,,,,中性,
1409,1409_01,2022-07-26,,,True,其他,,,,中性,
1410,1410_01,2022-07-26,,,True,其他,,,,中性,
1411,1411_01,2022-07-26,,,True,推广,,,,中性,
1412,1412_01,2022-07-26,,,True,其他,,,,中性,
1413,1413_01,2022-07-26,,,True,祝福,J2408 J2408 J2305,J J J,,积极,rht xy cyz
1414,1414_01,2022-07-26,,,True,其他,,,,中性,
1415,1415_01,2022-07-26,,,True,其他,,,,中性,
1416,1416_01,2022-07-26,J2305,J,True,表白,J2305,J,,积极,sx
1418,1418_01,2022-07-26,,,True,祝福,,,,积极,
1419,1419_01,2022-07-26,,,True,其他,,,,中性,
1421,1421_01,2022-07-26,,,True,推广,,,,中性,
1422,1422_01,2022-07-26,,,True,其他,,,,中性,
1423,1423_01,2022-07-26,,,False,提问,,,,中性,
1424,1424_01,2022-07-26,J2209,J,True,其他,,,,积极,
1425,1425_01,2022-07-26,J2209,J,True,其他,J2209,J,rapper 未来可期,积极,xb
1426,1426_01,2022-07-26,,,True,提问,,,,中性,
1427,1427_01,2022-07-26,,,True,寻人,,,,中性,
1428,1428_01,2022-07-26,,,True,表白,,,,积极,gg
1429,1429_01,2022-07-26,,,False,其他,,,,中性,
1430,1430_01,2022-07-26,,,True,寻人,J2202,J,,中性,wxh
1431,1431_01,2022-07-25,,,True,提问,,,,中性,
1432,1432_01,2022-07-25,,,True,提问,,,,中性,
1433,1433_01,2022-07-25,,,True,提问,,,,中性,
1434,1434_01,2022-07-25,,,True,提问,,,,中性,
1435,1435_01,2022-07-25,,,True,提问,,,,中性,
1436,1436_01,2022-07-25,,,True,其他,,,,中性,
1437,1437_01,2022-07-25,,,True,其他,,,,中性,
1438,1438_01,2022-07-25,,,True,祝福,,,新歌绝配空降排第一,积极,TNT
1439,1439_01,2022-07-25,,,True,表白,J2305 J2305,J J,傻笑,积极,sjh cdz
1440,1440_01,2022-07-25,,,True,表白,J2301,J,温柔 体贴,积极,zjj
1441,1441_01,2022-07-25,,,True,祝福,,,,积极,TNT
1442,1442_01,2022-07-25,,,True,推广,J2301,J,原神贼六 会撒娇 会秒回 会伪音 全能,积极,lyc
1443,1443_01,2022-07-25,,,False,祝福,,,,积极,Amanda
1444,1444_01,2022-07-25,,,True,提问,,,,中性,syy zzhy
1445,1445_01,2022-07-24,,,False,祝福,,,,积极,Amanda
1446,1446_01,2022-07-24,,,False,祝福,,,新婚快乐,积极,Amandals
1447,1447_01,2022-07-24,,,True,寻人,,,,中性,
1448,1448_01,2022-07-24,,,False,祝福,,,,积极,Amanda
1449,1449_01,2022-07-24,,,False,祝福,J2404,J,大美女 新婚快乐,积极,Amandadbl
1450,1450_01,2022-07-24,,,False,祝福,J2404,J,大美女 导师,积极,Amandadbl
1451,1451_01,2022-07-24,,,False,祝福,J2404,J,导师 大美女 新婚快乐,积极,AmandaT bl
1452,1452_01,2022-07-24,,,True,提问,,,,中性,
1453,1453_01,2022-07-24,,,False,祝福,,,新婚快乐 早生贵子,积极,Amanda
1454,1454_01,2022-07-24,,,True,表白,J2205,J,画的好看,积极,cyc
1455,1455_01,2022-07-24,,,True,其他,,,,中性,
1456,1456_01,2022-07-24,,,True,表白,J2201,J,大帅哥,积极,Ijz
1457,1457_01,2022-07-24,,,True,提问,J2202,J,,中性,cnx
1459,1459_01,2022-07-24,,,True,其他,J2305,J,会打原神 成绩好 篮球 帅,积极,cdz
1460,1460_01,2022-07-24,,,True,表白,J2301,J,原nw 转学 新初三 补习班 打游戏 帅,积极,smj
1461,1461_01,2022-07-24,,,True,提问,,,,中性,
1468,1468_01,2022-07-23,,,True,提问,,,,中性,
1469,1469_01,2022-07-23,,,True,推广,,,大美女,积极,xnxj
1470,1470_01,2022-07-23,,,False,推广,,,,积极,
1471,1471_01,2022-07-23,,,True,其他,,,,中性,
1472,1472_01,2022-07-23,,,True,其他,,,,中性,
1473,1473_01,2022-07-23,,,True,其他,,,,中性,
1474,1474_01,2022-07-23,,,True,其他,,,,中性,
1477,1477_01,2022-07-23,,,True,其他,,,,中性,
1478,1478_01,2022-07-23,,,True,其他,,,,中性,
1479,1479_01,2022-07-23,,,True,其他,,,,中性,
1480,1480_01,2022-07-23,,,True,其他,,,,中性,
1481,1481_01,2022-07-22,,,True,推广,,,,中性,
1483,1483_01,2022-07-22,,,True,其他,,,,中性,
1484,1484_01,2022-07-22,,,True,寻人,J2201,J,nw初中22届 女生 关注两年,中性,
1485,1485_01,2022-07-22,,,True,其他,,,,中性,
1486,1486_01,2022-07-22,,,True,提问,,,,中性,
1487,1487_01,2022-07-22,,,True,其他,,,,积极,Apbomy wy
1488,1488_01,2022-07-22,,,True,祝福,S2401,I,甜 绝配,积极,wy omy99
1489,1489_01,2022-07-22,,,True,祝福,S2401,S,,积极,wy omy9
1490,1490_01,2022-07-22,,,True,祝福,S2401,S,,积极,wy omy9
1491,1491_01,2022-07-22,,,True,寻人,J2301,J,,积极,zjj
1492,1492_01,2022-07-22,,,True,其他,,,,中性,
1493,1493_01,2022-07-22,,,True,其他,,,,中性,cxk
1495,1495_01,2022-07-22,,,True,寻人,J2202,J,,中性,cnx
1496,1496_01,2022-07-22,,,True,推广,,,,积极,xdxm
1497,1497_01,2022-07-22,,,True,其他,,,,中性,
1498,1498_01,2022-07-21,,,True,提问,,,,中性,
1499,1499_01,2022-07-21,,,True,提问,,,,中性,
1500,1500_01,2022-07-21,,,True,提问,,,,中性,
1501,1501_01,2022-07-21,,,True,祝福,J2208 J2303,J J,,积极,cby yjn
1502,1502_01,2022-07-21,,,True,提问,J2208,J,,中性,cby
1503,1503_01,2022-07-21,,,False,寻人,,,长的好看 上补课班,积极,lry
1504,1504_01,2022-07-21,,,True,推广,,,,中性,
1505,1505_01,2022-07-21,S2507,S,True,寻人,S2507,S,新高一,中性,jy
1506,1506_01,2022-07-21,S2509,S,True,其他,S2509,S,,积极,sxc
1507,1507_01,2022-07-20,,,True,推广,,,,中性,
1508,1508_01,2022-07-20,,,True,推广,,,,积极,sjls
1509,1509_01,2022-07-20,,,True,寻人,S2409,I,宁外最自,积极,sxc
1510,1510_01,2022-07-20,,,True,其他,S2609,S,,中性,sxc
1511,1511_01,2022-07-20,,,True,提问,J2201,J,,中性,szy
1512,1512_01,2022-07-20,S2207,I,False,其他,,,,中性,
1513,1513_01,2022-07-20,,,True,提问,,,,中性,
1514,1514_01,2022-07-20,S2501,S,False,表白,S2401,S,帅,积极,ckh
1515,1515_01,2022-07-20,,,True,提问,,,,中性,xzxj
1516,1516_01,2022-07-20,,,True,提问,,,,中性,
1517,1517_01,2022-07-20,,,False,推广,,,,中性,
1518,1518_01,2022-07-20,,,True,推广,,,,中性,
1520,1520_01,2022-07-19,,,True,提问,,,,中性,xzxj
1521,1521_01,2022-07-19,S2601,S,False,推广,,,,积极,
1522,1522_01,2022-07-19,,,True,寻人,,,女孩子,中性,
1523,1523_01,2022-07-18,J2204,J,False,寻人,,,,中性,
1525,1525_01,2022-07-18,,,True,其他,,,,中性,
1526,1526_01,2022-07-18,,,True,其他,,,,中性,
1527,1527_01,2022-07-18,,,False,提问,,,,中性,
1528,1528_01,2022-07-18,,,True,推广,,,,中性,
1529,1529_01,2022-07-18,,,True,其他,,,,中性,
1530,1530_01,2022-07-16,,,True,其他,,,,中性,
1532,1532_01,2022-07-16,,,True,表白,S2401,I,帅气 温柔,积极,xzy
1533,1533_01,2022-07-16,,,True,表白,S2403,I,帅 哥哥,积极,zzh
1534,1534_01,2022-07-16,,,True,其他,,,,中性,
1534,1534_02,2022-07-16,,,True,表白,S2403,S,哥哥 帅,积极,zzh
1535,1535_01,2022-07-16,,,True,提问,,,,中性,
1536,1536_01,2022-07-16,,,True,寻人,,,,中性,
1537,1537_01,2022-07-15,,,True,提问,,,,中性,
1538,1538_01,2022-07-15,,,True,其他,,,,中性,
1539,1539_01,2022-07-15,,,True,提问,,,,中性,
1540,1540_01,2022-07-15,,,False,其他,,,,中性,
1541,1541_01,2022-07-15,,,True,提问,,,,中性,
1542,1542_01,2022-07-14,,,False,提问,,,,中性,
1543,1543_01,2022-07-14,,,True,提问,S2203,S,,中性,nyh
1544,1544_01,2022-07-14,,,True,寻人,,,,中性,
1545,1545_01,2022-07-14,,,True,其他,,,,中性,
1546,1546_01,2022-07-14,,,False,提问,,,,中性,
1547,1547_01,2022-07-14,,,False,寻人,,,,中性,nwmlssz
1549,1549_01,2022-07-14,,,True,提问,,,理创班,中性,xjxz
1550,1550_01,2022-07-12,,,True,推广,,,,积极,
1551,1551_01,2022-07-12,,,True,推广,,,,中性,
1552,1552_01,2022-07-12,,,False,提问,,,,中性,
1553,1553_01,2022-07-12,,,True,提问,,,,中性,
1554,1554_01,2022-07-12,,,True,其他,,,,中性,
1556,1556_01,2022-07-12,,,True,提问,,,学长学姐,中性,xddxzxjm
1557,1557_01,2022-07-12,,,True,提问,,,,中性,
1558,1558_01,2022-07-12,,,False,祝福,,,,积极,cg
1560,1560_01,2022-07-12,,,True,推广,,,,中性,
1561,1561_01,2022-07-12,,,True,其他,,,,中性,
1562,1562_01,2022-07-12,,,True,提问,2209,I,,中性,ly
1563,1563_01,2022-07-12,,,False,寻人,,,,中性,
1564,1564_01,2022-07-12,,,True,提问,S2203 S2201,S S,在一起,中性,zrc gyl
1565,1565_01,2022-07-12,,,True,推广,,,喜欢音乐,积极,Delphine060116
1566,1566_01,2022-07-12,,,True,吐槽,,,,消极,
1568,1568_01,2022-07-12,,,True,其他,,,,积极,
1569,1569_01,2022-07-09,,,True,寻人,,,新高一 会板绘 用数位板 会画画 美女,中性,
1570,1570_01,2022-07-09,,,True,提问,,,,中性,
1571,1571_01,2022-07-09,,,True,寻人,S2209,S,,中性,
1572,1572_01,2022-07-09,,,True,其他,,,,中性,
1573,1573_01,2022-07-09,,I,False,推广,,,,中性,
1574,1574_01,2022-07-09,,,True,推广,,,,中性,
1575,1575_01,2022-07-09,,,False,推广,,,,积极,
1576,1576_01,2022-07-09,,,True,祝福,J2305,J,,积极,sx
1577,1577_01,2022-07-09,,,True,提问,,,,中性,
1578,1578_01,2022-07-09,,,True,提问,,,,中性,
1579,1579_01,2022-07-09,,,True,表白,,,初一数学组 卷超级快 讲课有意思 说话声音好听 梦中情老师,积极,dcl
1580,1580_01,2022-07-09,,,True,表白,J2209,J,很优秀 很可爱,积极,xsy
1581,1581_01,2022-07-09,,,False,寻人,,,,中性,lqlsdxs
1582,1582_01,2022-07-09,,,True,寻人,S2505,S,帅哥,中性,
1583,1583_01,2022-07-07,,,True,寻人,,,新高一 2组 戴口罩,中性,jx
1584,1584_01,2022-07-07,,,True,提问,,,,中性,
1585,1585_01,2022-07-07,,,True,寻人,,,老师,中性,yd
1586,1586_01,2022-07-07,,,True,祝福,,J,超级无敌巨好看,积极,xm
1587,1587_01,2022-07-07,,,True,表白,S2606,S,长得好精致 自好好看,积极,lry
1588,1588_01,2022-07-07,,,True,提问,J2208,J,考到哪个高中,中性,PK Chloe
1589,1589_01,2022-07-07,,,True,表白,J2206,J,,积极,hh
1590,1590_01,2022-07-07,,,True,提问,,,,中性,
1591,1591_01,2022-07-07,,,True,推广,,,,中性,
1592,1592_01,2022-07-07,,,True,提问,,,,中性,
1593,1593_01,2022-07-04,,,True,其他,,,,中性,
1595,1595_01,2022-07-04,,,True,表白,,,科学老师 上课好 有爱 空调不吝啬 奖品好 说到做到 男神,积极,jzh
1596,1596_01,2022-07-04,,,True,提问,,,学ap 学托福雅思,中性,xzxj
1598,1598_01,2022-07-04,S2206,S,True,寻物,S2206,S,穿裙子,中性,
1599,1599_01,2022-07-04,,,True,其他,初三,J,华黑口罩,中性,jqqz
1600,1600_01,2022-07-04,,,True,寻人,,,,中性,
1602,1602_01,2022-07-04,,,True,提问,,,,中性,xzxj
1603,1603_01,2022-07-04,,,True,寻人,J2307,J,,中性,syx
1604,1604_01,2022-06-30,,,True,提问,,,,中性,csdxzxjm
1605,1605_01,2022-06-30,,,True,提问,,,,中性,
1606,1606_01,2022-06-30,,,True,寻人,,,,中性,
1607,1607_01,2022-06-30,,,True,表白,,,改卷速度快,积极,cydls
1608,1608_01,2022-06-30,,,True,提问,,,,中性,yzdxjxz
